model,seed,plant,scan,n_points,mIoU_global,IoU_c1_global,IoU_c2_global,J_IoU_c1_r1,J_IoU_c1_r10,J_IoU_c1_r2,J_IoU_c1_r5,J_IoU_c2_r1,J_IoU_c2_r10,J_IoU_c2_r2,J_IoU_c2_r5,J_band_share_r1,J_band_share_r10,J_band_share_r2,J_band_share_r5,J_hidden_gap_r1,J_hidden_gap_r10,J_hidden_gap_r2,J_hidden_gap_r5,J_mIoU_r1,J_mIoU_r10,J_mIoU_r2,J_mIoU_r5,O_IoU_c1_r1,O_IoU_c1_r10,O_IoU_c1_r2,O_IoU_c1_r5,O_IoU_c2_r1,O_IoU_c2_r10,O_IoU_c2_r2,O_IoU_c2_r5,O_band_share_r1,O_band_share_r10,O_band_share_r2,O_band_share_r5,O_hidden_gap_r1,O_hidden_gap_r10,O_hidden_gap_r2,O_hidden_gap_r5,O_mIoU_r1,O_mIoU_r10,O_mIoU_r2,O_mIoU_r5
semseg-ptv3-pheno4d-maize,2,Maize01,M01_0325_a,1407956,0.5339428771131585,0.5076406105319753,0.5602451436943416,0.2591937765205092,0.6970027885571655,0.36572136990547033,0.5724061810154525,0.380907072629242,0.6298590602415424,0.4518221976808393,0.5537355919548276,0.003832506129452909,0.07616644270133442,0.0091679001332428,0.03174673072169869,0.21389245253828287,-0.12948804728619545,0.12517109332000365,-0.029128009371981567,0.3200504245748756,0.6634309243993539,0.4087717837931548,0.56307088648514,0.25393883225208524,0.6881752563100547,0.3930885529157667,0.5681512921076667,0.4272500889363216,0.6591537263179055,0.514299182903834,0.596161575562701,0.0023857279630897558,0.049529246652594255,0.00594194704948166,0.021647693535877543,0.19334841651895507,-0.13972161420082163,0.08024900920335809,-0.04821355672202543,0.3405944605942034,0.6736644913139801,0.4536938679098004,0.5821564338351839
semseg-ptv3-pheno4d-maize,2,Maize02,M02_0313_a,1729943,0.2318800873660295,0.13887353229972027,0.3248866424323387,0.43761524277811925,0.05360155465863711,0.31207239020083866,0.12133223763716344,0.0,0.0,0.0,0.0,0.0018873454212075195,0.0731989435490071,0.005434283094876536,0.026666774570029184,0.013072465976969871,0.20507931003671093,0.07584389226561017,0.17121396854744778,0.21880762138905963,0.026800777329318556,0.15603619510041933,0.06066611881858172,0.4397776405188388,0.0818976768467763,0.403078677309008,0.21669688336355003,0.0,0.0,0.0,0.0,0.0009358689852787057,0.017716190649056066,0.0020278124770584925,0.006695596328896386,0.01199126710661011,0.19093124894264135,0.030340748711525506,0.12353164568425448,0.2198888202594194,0.04094883842338815,0.201539338654504,0.10834844168177502
semseg-ptv3-pheno4d-maize,2,Maize02,M02_0315_a,1441265,0.23484106457922058,0.0857759379691338,0.38390619118930736,0.23317161916312917,0.021222100256128796,0.15581546458739443,0.047851025379115265,0.03254769921436588,0.003752702118460873,0.02173644559713474,0.0083829096809086,0.003917392013266124,0.08916750215956122,0.00971507668610561,0.03474309027139353,0.10198140539047304,0.22235366339192575,0.146065109486956,0.20672409704920863,0.13285965918874754,0.012487401187294835,0.08877595509226459,0.028116967530011933,0.24490445859872612,0.02933737986848761,0.18731448211216997,0.066307365670423,0.04664254121431444,0.005355908776779544,0.03272592041651171,0.012494242284661446,0.0022591265312069606,0.028956506957429757,0.004563352332846492,0.01289561600399649,0.0890675646727003,0.217494420256587,0.12482086331487974,0.19544026060167835,0.14577349990652028,0.017346644322633577,0.11002020126434084,0.039400803977542226
semseg-ptv3-pheno4d-maize,2,Maize02,M02_0317_a,861631,0.2629723938065396,0.00043280780415690015,0.5255119798089223,0.024774774774774775,0.0011825413889486132,0.011029411764705883,0.0027351844177372566,0.1005765534913517,0.015195444859747791,0.08513750731421885,0.03375991206720578,0.0025057130024337564,0.07108959635853399,0.0063577099709736535,0.028020115339397026,0.20029672967347634,0.2547834006821914,0.21488893426707723,0.24472484556406807,0.06267566413306323,0.008188993124348202,0.048083459539462366,0.018247548242471517,0.02522935779816514,0.0018300798580301685,0.012299664554603056,0.004011182691138933,0.10963687150837989,0.023597699902354344,0.09894593675620537,0.049860853432282005,0.0017002638020219792,0.021432608622484566,0.0034515935475859156,0.010047224391880051,0.19553927915326708,0.25025850392634735,0.20734959315113538,0.2360363757448291,0.06743311465327251,0.012713889880192257,0.05562280065540422,0.02693601806171047
semseg-ptv3-pheno4d-maize,2,Maize02,M02_0319_a,1133991,0.2869073533794572,0.00020545807272425552,0.5736092486861902,0.03564084989718986,0.0014416412531189353,0.010007698229407237,0.002940012438514163,0.06831247886371322,0.011358626591634034,0.03500284575981787,0.021980227831585285,0.005290165442230141,0.09175469646584497,0.012909273530389571,0.04054705901545956,0.23493068899900568,0.28050721945708074,0.26440208138484467,0.2744472332444075,0.05197666438045154,0.006400133922376485,0.022505271994612556,0.012460120135049723,0.05739514348785872,0.0022266946430865415,0.019938650306748466,0.004967520061138708,0.166015625,0.017042817970892216,0.07658959537572255,0.03733826247689464,0.0009488611461642994,0.02094990171879671,0.002486792223218703,0.009587377677600616,0.17520196913552785,0.2772725970724678,0.23864323053822173,0.26575446211044057,0.11170538424392937,0.009634756306989378,0.048264122841235504,0.021152891269016674
semseg-ptv3-pheno4d-maize,2,Maize02,M02_0321_a,1444663,0.3557823390025935,6.506900568052419e-06,0.7115581711046189,0.0013812154696132596,4.6727880189715196e-05,0.0004459308807134894,0.00010263779123473263,0.19615384615384615,0.03216758699272504,0.16630299251870323,0.05423618534182274,0.0029557066250052782,0.05950938038836739,0.006700524620620865,0.025219722523522788,0.25701480819086375,0.33967518156613613,0.2724078773028851,0.32861292743606474,0.0987675308117297,0.016107157436457378,0.08337446169970836,0.027169411566528738,0.0033003300330033004,6.701065469409636e-05,0.0008449514152936206,0.00015761683347781543,0.4118792599805258,0.03304821150855365,0.2632398753894081,0.06925390653657106,0.0007122768424193047,0.021365536460752437,0.002223355896842378,0.009436802908359942,0.14819254399582893,0.3392247279209696,0.22373992560024264,0.32107657731756906,0.20758979500676455,0.016557611081623874,0.13204241340235084,0.034705761685024435
semseg-ptv3-pheno4d-maize,2,Maize02,M02_0324_a,1311008,0.40537028349659954,4.417039170303362e-06,0.8107361499540288,0.0045662100456621,4.472471935238606e-05,0.0011350737797956867,0.00012865045670912132,0.4968553459119497,0.09300738599871548,0.40639013452914796,0.1283195472355246,0.0006720020015133394,0.02525003661304889,0.001778021186750958,0.008639916766335522,0.15465950551779362,0.3588442281375656,0.2016076793421277,0.3411461846504827,0.2507107779788059,0.04652605535903393,0.20376260415447184,0.06422409884611686,0.004651162790697674,4.7440580672707434e-05,0.0011695906432748538,0.000135666802333469,0.5946969696969697,0.0350226617222909,0.455704270235819,0.0940381069452981,0.0004035063096487588,0.016661988332641754,0.0011975518074641802,0.006205911786960873,0.10569621725276585,0.38783523234511774,0.1769333530570526,0.35828339662278375,0.2996740662438337,0.017535051151481802,0.22843693043954694,0.047086886873815785
semseg-ptv3-pheno4d-maize,2,Maize02,M02_0325_a,1671990,0.3894423722795779,0.0,0.7788847445591558,0.0,0.0,0.0,0.0,0.5136363636363637,0.24093397385766954,0.551090047393365,0.40281492803464525,0.0017673550679130855,0.029864413064671438,0.0038199989234385372,0.010867887965837117,0.13262419046139606,0.2689753853507431,0.11389734858289541,0.18803490826225527,0.25681818181818183,0.12046698692883477,0.2755450236966825,0.20140746401732262,0.0,0.0,0.0,0.0,0.5137299771167048,0.20769325810304354,0.459598318542737,0.2876455628429929,0.0005227303991052579,0.014522216041961973,0.0012805100508974335,0.004468328159857415,0.13257738372122552,0.28559574322805614,0.15964321300820938,0.24561959085808144,0.2568649885583524,0.10384662905152177,0.2297991592713685,0.14382278142149646
semseg-ptv3-pheno4d-maize,3,Maize01,M01_0313_a,1554168,0.8746297240026057,0.8345047428248863,0.9147547051803253,0.5143630912080472,0.7152091182038974,0.5569620253164557,0.6244028609886775,0.0,0.5551206129345244,0.0,0.14690791250337565,0.008270019714728395,0.08313258283531767,0.017249743914428812,0.04058891960199927,0.6174481783985821,0.23946485843339482,0.596148711344378,0.4889743372565792,0.2571815456040236,0.6351648655692109,0.27848101265822783,0.38565538674602656,0.5143519114429141,0.6616797699921125,0.5128949978744509,0.4951658010387535,0.0,0.5551206129345244,0.0,0.14690791250337565,0.004998816086806575,0.0359645804057219,0.009081386310875015,0.017505186054532072,0.6174537682811487,0.2662295325392873,0.6181822250653803,0.5535928672315411,0.2571759557214571,0.6084001914633185,0.25644749893722546,0.3210368567710646
semseg-ptv3-pheno4d-maize,3,Maize01,M01_0315_a,1301557,0.6127130887762791,0.6739329870987306,0.5514931904538274,0.6027017665396606,0.9648915301177013,0.7652391975308642,0.9147639725451744,0.7103064066852368,0.9806804897557374,0.8250696378830084,0.9457498272287491,0.004201890504987488,0.06953517978851484,0.008962342794053583,0.0266388640681891,-0.04379099783616969,-0.3600729211604403,-0.18244132893065723,-0.31754381111068275,0.6565040866124487,0.9727860099367194,0.7951544177069363,0.9302568998869618,0.4232902033271719,0.9799668240398112,0.8068880688806888,0.9416139828932689,0.7103064066852368,0.9806804897557374,0.8250696378830084,0.9457498272287491,0.001003413603860607,0.02428860203586935,0.0023871409396591927,0.008337706300991812,0.04591478377007474,-0.3676105681214952,-0.20326576460556955,-0.33096881628472996,0.5667983050062043,0.9803236568977742,0.8159788533818486,0.943681905061009
semseg-ptv3-pheno4d-maize,3,Maize01,M01_0317_a,803846,0.9553391695730997,0.9419393696044971,0.9687389695417022,0.4457884319331427,0.8546146953405018,0.5475401791191264,0.7503330051543406,0.24495677233429394,0.8359840954274353,0.3753993610223642,0.6492039733297047,0.006264881581795518,0.08452862861791935,0.013090815902548498,0.03494450429559891,0.6099665674393814,0.11003977418913113,0.4938693995023544,0.2555706803310771,0.34537260213371834,0.8452993953839686,0.4614697700707453,0.6997684892420226,0.4615700780928894,0.8680848973174806,0.590060809394003,0.7595373565898703,0.24495677233429394,0.8418914144388175,0.3753993610223642,0.6492039733297047,0.003555407379025336,0.04310651542708429,0.007394451175971517,0.019272348186095346,0.6020757443595081,0.10035101369495059,0.4726090843649161,0.2509685046133122,0.35326342521359166,0.8549881558781491,0.4827300852081836,0.7043706649597875
semseg-ptv3-pheno4d-maize,3,Maize01,M01_0319_a,860826,0.9886839201004531,0.9883315631763551,0.9890362770245511,0.5901040202417768,0.933246881561072,0.7751378871446755,0.9045199719691661,0.4886672710788758,0.9161755529362823,0.6865042174320525,0.8729989327641409,0.005468003986868426,0.07852225653035573,0.013205920824882148,0.03570756459493556,0.4492982744401268,0.06397270285177603,0.2578628678120891,0.0999244677337996,0.5393856456603263,0.9247112172486771,0.730821052288364,0.8887594523666535,0.7293666026871402,0.9707445659219567,0.8548177083333334,0.9429125558647441,0.4886672710788758,0.9512634079619898,0.6865042174320525,0.8787824529991047,0.0030470733922999538,0.04223269278576623,0.007054851967761197,0.01947780387674164,0.3796669832174452,0.02767993315847983,0.21802295721776022,0.07783641566852872,0.609016936883008,0.9610039869419733,0.7706609628826929,0.9108475044319244
semseg-ptv3-pheno4d-maize,3,Maize01,M01_0321_a,1114990,0.45264540311946533,0.49649393625256333,0.40879686998636733,0.5596303782847242,0.8984322881921281,0.6984738268435315,0.8236648034196064,0.346087949743004,0.8779465061251386,0.4986931521170936,0.7036882857380734,0.0047874868832904335,0.0907174055372694,0.011964232863075006,0.03901380281437502,-0.00021376089439872903,-0.435543994039168,-0.14593808636084726,-0.3110311414593745,0.45285916401386406,0.8881893971586333,0.5985834894803126,0.7636765445788398,0.6624203821656051,0.9736440419253078,0.8101503759398496,0.9433189497549916,0.5458996328029376,0.9586790044671346,0.680379746835443,0.8721122112211221,0.0013856626516829747,0.04260845388747881,0.00401976699342595,0.017002843074825785,-0.15151460436480602,-0.513516120076756,-0.29261965826818104,-0.45507017736859157,0.6041600074842713,0.9661615231962213,0.7452650613876464,0.9077155804880569
semseg-ptv3-pheno4d-maize,3,Maize01,M01_0324_a,1214597,0.9872994073646734,0.9879446626767854,0.9866541520525614,0.5430733410942957,0.9422146642671994,0.704778367699716,0.8968663625162343,0.46856158484065463,0.8624871001031992,0.5656765676567657,0.7685001295224937,0.004475558559752741,0.0793275465030788,0.010634803148698704,0.0372172827695112,0.48148194439719816,0.08494852517947404,0.3520719396864326,0.1546161613453093,0.5058174629674752,0.9023508821851993,0.6352274676782408,0.832683246019364,0.5324,0.9504201346023655,0.7084836129841618,0.9001433147867138,0.4820558263181214,0.8837680648572436,0.5803611738148984,0.7890070921985816,0.0029540662458412133,0.05798466487238154,0.007367052610865991,0.02686899440719844,0.4800714942056127,0.07020530763486887,0.34287701396514325,0.14272420387202567,0.5072279131590607,0.9170940997298045,0.6444223933995301,0.8445752034926477
semseg-ptv3-pheno4d-maize,3,Maize01,M01_0325_a,1407956,0.9648299165593284,0.9732658603918621,0.9563939727267946,0.29514116874589624,0.791136572654813,0.4045854886061792,0.6813876088069637,0.43563300142247513,0.7103450161299142,0.5007732755954222,0.6124376803988455,0.003832506129452909,0.07616644270133442,0.0091679001332428,0.03174673072169869,0.5994428314751427,0.21408912216696474,0.5121505344585277,0.31791727195642383,0.3653870850841857,0.7507407943923636,0.4526793821008007,0.6469126446029045,0.3139643861293346,0.802083812502875,0.4744525547445255,0.6975630749367906,0.4555596876162142,0.7453100797429867,0.5431974500922664,0.666400182731841,0.0023857279630897558,0.049529246652594255,0.00594194704948166,0.021647693535877543,0.5800678796865539,0.19113297043639754,0.45600491414093236,0.2828482877250126,0.3847620368727744,0.7736969461229308,0.508825002418396,0.6819816288343158
semseg-ptv3-pheno4d-maize,3,Maize02,M02_0313_a,1729943,0.0017726162387176705,0.003527783109684099,1.7449367751241814e-05,0.39687848383500557,0.02574715571404313,0.2356238322607432,0.05783902345985123,0.0035460992907801418,0.00012732906073596197,0.0012232415902140672,0.00028595939376608524,0.0018873454212075195,0.0731989435490071,0.005434283094876536,0.026666774570029184,-0.1984396753241752,-0.011164626148671876,-0.11665092068676096,-0.027289875188090985,0.20021229156289286,0.012937242387389546,0.11842353692547863,0.029062491426808657,0.44141351518908867,0.03958618889106455,0.32410051399200457,0.10477671244709337,0.006615214994487321,0.00020383896721589944,0.0025284450063211127,0.0005785920925747348,0.0009358689852787057,0.017716190649056066,0.0020278124770584925,0.006695596328896386,-0.22224174885307033,-0.018122397690422554,-0.16154186326044517,-0.05090503603111638,0.224014365091788,0.019895013929140226,0.16331447949916283,0.05267765226983405
semseg-ptv3-pheno4d-maize,3,Maize02,M02_0315_a,1441265,0.1199553314547853,0.002823117755820195,0.2370875451537504,0.232450150232177,0.019538371573045304,0.13245979749851103,0.04335381444872725,0.010051694428489374,0.0006044174279448081,0.00427663734115347,0.0013478126925446704,0.003917392013266124,0.08916750215956122,0.00971507668610561,0.03474309027139353,-0.0012955908755478834,0.10988393695429025,0.05158711403495306,0.09760451788414934,0.12125092233033319,0.010071394500495056,0.06836821741983225,0.02235081357063596,0.26420366345855323,0.027242859540996187,0.16997859981656985,0.061236591019352055,0.014553014553014554,0.0008621114340607911,0.006404391582799634,0.0020057306590257878,0.0022591265312069606,0.028956506957429757,0.004563352332846492,0.01289561600399649,-0.019423007550998586,0.10590284596725681,0.03176383575510057,0.08833417061559638,0.1393783390057839,0.014052485487528488,0.08819149569968474,0.03162116083918892
semseg-ptv3-pheno4d-maize,3,Maize02,M02_0317_a,861631,0.27150627362623353,0.0014477381604677,0.5415648090919993,0.19603825136612021,0.010119110361547381,0.08690404345202173,0.022829964328180737,0.022953328232593728,0.0010590228748940977,0.0094846664558963,0.002403460983816696,0.0025057130024337564,0.07108959635853399,0.0063577099709736535,0.028020115339397026,0.16201048382687655,0.2659172070080128,0.2233119186722745,0.2588895609702348,0.10949578979935697,0.0055890666182207395,0.04819435495395901,0.012616712655998716,0.2,0.015620762596951781,0.09782608695652174,0.03338356323171438,0.025466893039049237,0.0016502557896473954,0.011169024571854059,0.0035846576651929743,0.0017002638020219792,0.021432608622484566,0.0034515935475859156,0.010047224391880051,0.15877282710670892,0.26287076443293395,0.21700871786204562,0.25302216317777987,0.11273344651952462,0.008635509193299588,0.054497555764187904,0.01848411044845368
semseg-ptv3-pheno4d-maize,3,Maize02,M02_0319_a,1133991,0.26058582808764746,0.00015360393226066587,0.5210180522430342,0.0163265306122449,0.0011569509084694066,0.006477255998822317,0.002239413680781759,0.019851951547779273,0.001954957772912105,0.010166619598983339,0.0037535658875932137,0.005290165442230141,0.09175469646584497,0.012909273530389571,0.04054705901545956,0.24249658700763538,0.2590298737469567,0.25226389028874463,0.25758933830346,0.018089241080012086,0.001555954340690756,0.008321937798902827,0.0029964897841874864,0.043264503441494594,0.0018579511865551895,0.01601164483260553,0.004075206075761785,0.05717054263565891,0.0031628220807152197,0.025936599423631124,0.006926486885851496,0.0009488611461642994,0.02094990171879671,0.002486792223218703,0.009587377677600616,0.21036830504907073,0.25807544145401223,0.23961170595952913,0.25508498160684084,0.05021752303857675,0.0025103866336352045,0.020974122128118326,0.005500846480806641
semseg-ptv3-pheno4d-maize,3,Maize02,M02_0321_a,1444663,0.2214025054822614,0.0,0.4428050109645228,0.0,0.0,0.0,0.0,0.22867132867132867,0.09480867657811358,0.2989401496259352,0.15652739694195286,0.0029557066250052782,0.05950938038836739,0.006700524620620865,0.025219722523522788,0.10706684114659706,0.1739981671932046,0.0719324306692938,0.14313880701128495,0.11433566433566433,0.04740433828905679,0.1494700748129676,0.07826369847097643,0.0,0.0,0.0,0.0,0.5811467444120505,0.11394414566189334,0.5797011207970112,0.24293992518154478,0.0007122768424193047,0.021365536460752437,0.002223355896842378,0.009436802908359942,-0.06917086672376385,0.16443043265131474,-0.0684480549162442,0.099932542891489,0.29057337220602525,0.05697207283094667,0.2898505603985056,0.12146996259077239
semseg-ptv3-pheno4d-maize,3,Maize02,M02_0324_a,1311008,0.32914147869387606,0.0,0.6582829573877521,0.0,0.0,0.0,0.0,0.5227629513343799,0.13808052021033196,0.33501400560224087,0.14092937207530742,0.0006720020015133394,0.02525003661304889,0.001778021186750958,0.008639916766335522,0.06776000302668611,0.26010121858871005,0.16163447589275562,0.25867679265622234,0.26138147566718994,0.06904026010516598,0.16750700280112044,0.07046468603765371,0.0,0.0,0.0,0.0,0.6294896030245747,0.049258377586522614,0.3662420382165605,0.07989183874139626,0.0004035063096487588,0.016661988332641754,0.0011975518074641802,0.006205911786960873,0.014396677181588713,0.30451228990061474,0.1460204595855958,0.2891955593231779,0.31474480151228734,0.024629188793261307,0.18312101910828024,0.03994591937069813
semseg-ptv3-pheno4d-maize,3,Maize02,M02_0325_a,1671990,0.3262904733587903,0.0,0.6525809467175806,0.0,0.0,0.0,0.0,0.27224513847967,0.23228917181394176,0.3036892255069631,0.35736864587782996,0.0017673550679130855,0.029864413064671438,0.0038199989234385372,0.010867887965837117,0.1901679041189553,0.21014588745181942,0.17444586060530876,0.14760615041987532,0.136122569239835,0.11614458590697088,0.15184461275348154,0.17868432293891498,0.0,0.0,0.0,0.0,0.5109070034443168,0.1934673366834171,0.4471468662301216,0.32512051419389393,0.0005227303991052579,0.014522216041961973,0.0012805100508974335,0.004468328159857415,0.07083697163663188,0.22955680501708176,0.10271704024372949,0.16373021626184334,0.2554535017221584,0.09673366834170855,0.2235734331150608,0.16256025709694696
semseg-ptv3-pheno4d-maize,4,Maize01,M01_0313_a,1554168,0.9662233746772494,0.9515667340941185,0.9808800152603803,0.6449435444280806,0.9200434064172441,0.7672513772107857,0.8802133850630456,0.4421162912519644,0.9185049224094777,0.6515895953757226,0.8377195934576294,0.008270019714728395,0.08313258283531767,0.017249743914428812,0.04058891960199927,0.4226934568372269,0.04694921026388854,0.25680288838399523,0.10725688541691192,0.5435299178400225,0.9192741644133609,0.7094204862932542,0.8589664892603375,0.6497286630488407,0.9139292259974623,0.7489849036959917,0.8366531165311654,0.4421162912519644,0.9185049224094777,0.6515895953757226,0.8377195934576294,0.004998816086806575,0.0359645804057219,0.009081386310875015,0.017505186054532072,0.42030089752684685,0.05000630047377941,0.2659361251413922,0.12903701968285197,0.5459224771504025,0.91621707420347,0.7002872495358572,0.8371863549943974
semseg-ptv3-pheno4d-maize,4,Maize01,M01_0315_a,1301557,0.9891512337868145,0.9914652640469929,0.9868372035266361,0.6720392431674842,0.9357737200970762,0.8080670303975058,0.9307605792211444,0.82,0.9202869208075433,0.8978960396039604,0.9705829916206097,0.004201890504987488,0.06953517978851484,0.008962342794053583,0.0266388640681891,0.24313161220307244,0.061120913334504756,0.13616969878608143,0.03847944836593742,0.746019621583742,0.9280303204523097,0.852981535000733,0.950671785420877,0.7147887323943662,0.9894931227712684,0.9003623188405797,0.9694896449704142,0.82,0.9897349757372154,0.8978960396039604,0.9705829916206097,0.001003413603860607,0.02428860203586935,0.0023871409396591927,0.008337706300991812,0.2217568675896313,-0.0004628154674274354,0.09002205456454448,0.01911491549130251,0.7673943661971832,0.9896140492542419,0.89912917922227,0.970036318295512
semseg-ptv3-pheno4d-maize,4,Maize01,M01_0317_a,803846,0.8619024885455998,0.8456287239149465,0.8781762531762531,0.5759003702457085,0.9523621340039519,0.7584125822970007,0.9053792708258721,0.7307317073170732,0.968030986241184,0.8397677793904209,0.9279749478079332,0.006264881581795518,0.08452862861791935,0.013090815902548498,0.03494450429559891,0.20858644976420904,-0.09829407157696812,0.06281230770188906,-0.054774620771302795,0.6533160387813908,0.9601965601225679,0.7990901808437108,0.9166771093169026,0.5941176470588235,0.9691723444655422,0.8190757128810227,0.9341288782816229,0.7307317073170732,0.9680869514944788,0.8397677793904209,0.9279749478079332,0.003555407379025336,0.04310651542708429,0.007394451175971517,0.019272348186095346,0.19947781135765152,-0.10672715943441069,0.03248074240987797,-0.06914942449917827,0.6624246771879483,0.9686296479800105,0.8294217461357218,0.9310519130447781
semseg-ptv3-pheno4d-maize,4,Maize01,M01_0319_a,860826,0.9973416265268562,0.9964648017214879,0.9982184513322244,0.6974674880219028,0.969481565728367,0.8527926790785737,0.941851241686497,0.718103448275862,0.9741003076482793,0.8449682683590208,0.9361664609416329,0.005468003986868426,0.07852225653035573,0.013205920824882148,0.03570756459493556,0.28955615837797377,0.025550689838533147,0.14846115280805894,0.05833277521279123,0.7077854681488824,0.9717909366883231,0.8488804737187973,0.939008851314065,0.8173184357541899,0.9840809146877748,0.9187455452601568,0.9684063536393785,0.718103448275862,0.9741003076482793,0.8449682683590208,0.9361664609416329,0.0030470733922999538,0.04223269278576623,0.007054851967761197,0.01947780387674164,0.22963068451183022,0.018251015358829115,0.11548471971726737,0.045055219236350474,0.767710942015026,0.9790906111680271,0.8818569068095888,0.9522864072905057
semseg-ptv3-pheno4d-maize,4,Maize01,M01_0321_a,1114990,0.8491849396342086,0.9130085451115304,0.7853613341568869,0.23618677042801556,0.5247850940349958,0.2665806035178312,0.40181210329957845,0.22666123114553607,0.5222888566541817,0.23309236947791165,0.38106439282563953,0.0047874868832904335,0.0907174055372694,0.011964232863075006,0.03901380281437502,0.6177609388474328,0.32564796428961984,0.5993484531363371,0.45774669157159964,0.23142400078677583,0.5235369753445888,0.24983648649787144,0.39143824806260896,0.053,0.5389736384316874,0.09848240232483048,0.36292754689223977,0.3652815013404826,0.5610727139535624,0.3315776873354082,0.3824158585282373,0.0013856626516829747,0.04260845388747881,0.00401976699342595,0.017002843074825785,0.6400441889639673,0.29916176344158374,0.6341548948040893,0.4765132369239701,0.2091407506702413,0.5500231761926249,0.21503004483011934,0.37267170271023853
semseg-ptv3-pheno4d-maize,4,Maize01,M01_0324_a,1214597,0.9726642085804453,0.9741864307614703,0.9711419863994204,0.3466400532268796,0.8409485348107603,0.5454667202357038,0.8031922134494963,0.44812635490864045,0.688919224878471,0.48769574944071586,0.6267760656393836,0.004475558559752741,0.0793275465030788,0.010634803148698704,0.0372172827695112,0.5752810045126853,0.20773032873582964,0.4560829737422355,0.2576800690360054,0.39738320406776,0.7649338798446157,0.5165812348382098,0.71498413954444,0.20364315740308267,0.8233910368538513,0.47133649932157395,0.7678471534919747,0.4590736040609137,0.7019847328244275,0.494731723131788,0.6352511662497464,0.0029540662458412133,0.05798466487238154,0.007367052610865991,0.02686899440719844,0.6413058278484471,0.20997632374130593,0.4896300973537644,0.2711150487095848,0.3313583807319982,0.7626878848391394,0.48303411122668094,0.7015491598708605
semseg-ptv3-pheno4d-maize,4,Maize01,M01_0325_a,1407956,0.9496953024872786,0.9601280979481379,0.9392625070264193,0.18756585879873552,0.6472790765350664,0.22101016138673044,0.45941345902068603,0.38885486834047767,0.6009738478419897,0.42256917999492255,0.5050838840874428,0.003832506129452909,0.07616644270133442,0.0091679001332428,0.03174673072169869,0.661484938917672,0.32556884029875055,0.6279056317964522,0.46744663093321426,0.2882103635696066,0.6241264621885281,0.3217896706908265,0.48224867155406437,0.11967448539971279,0.6345910357052418,0.18071570576540755,0.43908355795148246,0.4084914763589579,0.6234200479024876,0.44642617674668095,0.5338049610459389,0.0023857279630897558,0.049529246652594255,0.00594194704948166,0.021647693535877543,0.6856123216079433,0.3206897606834139,0.6361243612312344,0.46325104298856795,0.26408298087933535,0.6290055418038647,0.31357094125604423,0.4864442594987107
semseg-ptv3-pheno4d-maize,4,Maize02,M02_0313_a,1729943,0.0011469559944324895,0.0022445352969871542,4.9376691877824634e-05,0.3286486486486486,0.016218371029331543,0.14402832122228432,0.035916736362791565,0.008908685968819599,0.0003574281989823809,0.0032276438200113918,0.0007935766968537019,0.0018873454212075195,0.0731989435490071,0.005434283094876536,0.026666774570029184,-0.16763171131430163,-0.007140943619724473,-0.07248102652671537,-0.017208200535390145,0.16877866730873411,0.008287899614156963,0.07362798252114786,0.018355156529822635,0.3792888334373051,0.0252358721556593,0.22142652535090232,0.06683382327511672,0.01582591493570722,0.0005690376569037656,0.006215722120658135,0.0015726179463459759,0.0009358689852787057,0.017716190649056066,0.0020278124770584925,0.006695596328896386,-0.19641041819207367,-0.011755498911849044,-0.11267416774134774,-0.033056264616298854,0.19755737418650615,0.012902454906281533,0.11382112373578022,0.03420322061073135
semseg-ptv3-pheno4d-maize,4,Maize02,M02_0315_a,1441265,0.045952560054495495,0.0015842640884853184,0.09032085602050567,0.15018427518427518,0.01316268033738028,0.09246746746746747,0.02945736434108527,0.11342351716961499,0.007549371171696721,0.051419890148416504,0.016702095353780748,0.003917392013266124,0.08916750215956122,0.00971507668610561,0.03474309027139353,-0.0858513361224496,0.035596534299956996,-0.025991118753446493,0.022872830207062485,0.1318038961769451,0.0103560257545385,0.07194367880794199,0.02307972984743301,0.17340425531914894,0.01840461083934712,0.12041714192602249,0.0418825085418274,0.15757137694253703,0.010738517108410211,0.07536827680712573,0.024683047234376754,0.0022591265312069606,0.028956506957429757,0.004563352332846492,0.01289561600399649,-0.11953525607634749,0.03138099608061683,-0.051940149312078604,0.012669782166393417,0.16548781613084299,0.014571563973878666,0.0978927093665741,0.03328277788810208
semseg-ptv3-pheno4d-maize,4,Maize02,M02_0317_a,861631,0.0905041418815795,0.00010136362228535549,0.18090692014087364,0.026200873362445413,0.0012729394292988225,0.011320754716981131,0.0028950542822677927,0.07702182284980745,0.004198740377886634,0.03513909224011713,0.009423590387937804,0.0025057130024337564,0.07108959635853399,0.0063577099709736535,0.028020115339397026,0.03889279377545307,0.08776830197798677,0.06727421840303037,0.0843448195464767,0.05161134810612643,0.002735839903592728,0.02322992347854913,0.006159322335102798,0.026765799256505577,0.0019621736523682347,0.012613875262789068,0.004216938034438327,0.08397480755773268,0.006510769898540502,0.04084411164057182,0.013919498898039671,0.0017002638020219792,0.021432608622484566,0.0034515935475859156,0.010047224391880051,0.035133838474460374,0.08626767010612513,0.06377514842989906,0.0814359234153405,0.055370303407119126,0.004236471775454369,0.026728993451680443,0.009068218466238998
