model,seed,plant,scan,n_points,mIoU_global,IoU_c1_global,IoU_c2_global,J_IoU_c1_r1,J_IoU_c1_r10,J_IoU_c1_r2,J_IoU_c1_r5,J_IoU_c2_r1,J_IoU_c2_r10,J_IoU_c2_r2,J_IoU_c2_r5,J_band_share_r1,J_band_share_r10,J_band_share_r2,J_band_share_r5,J_hidden_gap_r1,J_hidden_gap_r10,J_hidden_gap_r2,J_hidden_gap_r5,J_mIoU_r1,J_mIoU_r10,J_mIoU_r2,J_mIoU_r5,O_IoU_c1_r1,O_IoU_c1_r10,O_IoU_c1_r2,O_IoU_c1_r5,O_IoU_c2_r1,O_IoU_c2_r10,O_IoU_c2_r2,O_IoU_c2_r5,O_band_share_r1,O_band_share_r10,O_band_share_r2,O_band_share_r5,O_hidden_gap_r1,O_hidden_gap_r10,O_hidden_gap_r2,O_hidden_gap_r5,O_mIoU_r1,O_mIoU_r10,O_mIoU_r2,O_mIoU_r5
semseg-ptv3-pheno4d-maize,1,Maize02,M02_0319_a,1133991,0.23303107314896965,0.0,0.4660621462979393,0.0,0.0,0.0,0.0,0.15154536390827517,0.023741344301556725,0.10932203389830508,0.04564793032684319,0.005290165442230141,0.09175469646584497,0.012909273530389571,0.04054705901545956,0.15725839119483206,0.2211604009981913,0.1783700561998171,0.21020710798554806,0.07577268195413758,0.011870672150778363,0.05466101694915254,0.022823965163421594,0.0,0.0,0.0,0.0,0.42379182156133827,0.03838868544008082,0.274468085106383,0.08388520971302428,0.0009488611461642994,0.02094990171879671,0.002486792223218703,0.009587377677600616,0.021135162368300514,0.21383673042892923,0.09579703059577815,0.19108846829245751,0.21189591078066913,0.01919434272004041,0.1372340425531915,0.04194260485651214
semseg-ptv3-pheno4d-maize,1,Maize02,M02_0321_a,1444663,0.25120307898497424,0.0,0.5024061579699485,0.0,0.0,0.0,0.0,0.3615680784039202,0.5871040473927364,0.5649462030251052,0.6859719252579716,0.0029557066250052782,0.05950938038836739,0.006700524620620865,0.025219722523522788,0.07041903978301414,-0.04234894471139394,-0.03127002252757838,-0.09178288364401155,0.1807840392019601,0.2935520236963682,0.2824731015125526,0.3429859626289858,0.0,0.0,0.0,0.0,0.5937803692905733,0.5928205792781701,0.7247820672478207,0.7646886231937211,0.0007122768424193047,0.021365536460752437,0.002223355896842378,0.009436802908359942,-0.04568710566031242,-0.04520721065411082,-0.1111879546389361,-0.13114123261188632,0.29689018464528666,0.29641028963908506,0.36239103362391034,0.38234431159686055
semseg-ptv3-pheno4d-maize,1,Maize02,M02_0324_a,1311008,0.30510906169336227,0.0,0.6102181233867245,0.0,0.0,0.0,0.0,0.5510204081632653,0.6979208477161435,0.6578947368421053,0.7566920565832427,0.0006720020015133394,0.02525003661304889,0.001778021186750958,0.008639916766335522,0.029598857611729645,-0.04385136216470947,-0.023838306727690384,-0.07323696659825907,0.2755102040816326,0.34896042385807174,0.32894736842105265,0.37834602829162134,0.0,0.0,0.0,0.0,0.6635160680529301,0.7417597509613624,0.7477707006369426,0.8352999016715831,0.0004035063096487588,0.016661988332641754,0.0011975518074641802,0.006205911786960873,-0.02664897233310276,-0.06577081378731892,-0.06877628862510904,-0.11254088914242927,0.33175803402646503,0.3708798754806812,0.3738853503184713,0.41764995083579154
semseg-ptv3-pheno4d-maize,1,Maize02,M02_0325_a,1671990,0.2367278860184557,0.0,0.4734557720369114,0.0,0.0,0.0,0.0,0.2641176470588235,0.6172995115802742,0.2548828125,0.4848821318756406,0.0017673550679130855,0.029864413064671438,0.0038199989234385372,0.010867887965837117,0.10466906248904395,-0.07192186977168138,0.10928647976845571,-0.005713179919364597,0.13205882352941176,0.3086497557901371,0.12744140625,0.2424410659378203,0.0,0.0,0.0,0.0,0.5137299771167048,0.638853424488283,0.4778141055581504,0.5906839780484541,0.0005227303991052579,0.014522216041961973,0.0012805100508974335,0.004468328159857415,-0.020137102539896673,-0.08269882622568578,-0.002179166760619494,-0.05861410300577133,0.2568649885583524,0.3194267122441415,0.2389070527790752,0.29534198902422704
semseg-ptv3-pheno4d-maize,2,Maize01,M01_0313_a,1554168,0.9517963356579534,0.9316264947332908,0.971966176582616,0.5821250566379701,0.8696366885050625,0.6667325428194993,0.8112913508535808,0.31764110351809666,0.8566138253638254,0.4593973787326037,0.7256313050183126,0.008270019714728395,0.08313258283531767,0.017249743914428812,0.04058891960199927,0.5019132555799201,0.08867107872350954,0.3887313748819019,0.18333500772200673,0.44988308007803335,0.8631252569344439,0.5630649607760515,0.7684613279359467,0.5861221983420325,0.8504995766299746,0.6265633750233339,0.7316659335134795,0.31764110351809666,0.8566138253638254,0.4593973787326037,0.7256313050183126,0.004998816086806575,0.0359645804057219,0.009081386310875015,0.017505186054532072,0.4999146847278888,0.09823963466105345,0.40881595877998456,0.22314771639205733,0.4518816509300646,0.8535567009969,0.5429803768779689,0.7286486192658961
semseg-ptv3-pheno4d-maize,2,Maize01,M01_0315_a,1301557,0.9809232480925627,0.9870455479149629,0.9748009482701625,0.5683744931809804,0.9533979455632291,0.7075471698113207,0.8878942881500427,0.6036106750392465,0.9465653387163807,0.6641323792486583,0.8626771653543307,0.004201890504987488,0.06953517978851484,0.008962342794053583,0.0266388640681891,0.39493066398244925,0.030941605952757856,0.29508347356257314,0.10563752134037596,0.5859925841101135,0.9499816421398048,0.6858397745299896,0.8752857267521867,0.0595903165735568,0.9439055520102106,0.5369913686806412,0.8377372534425009,0.6036106750392465,0.9477469979788372,0.6641323792486583,0.8626771653543307,0.001003413603860607,0.02428860203586935,0.0023871409396591927,0.008337706300991812,0.6493227522861611,0.03509697309803883,0.38036137412791293,0.13071603869414683,0.33160049580640166,0.9458262749945239,0.6005618739646498,0.8502072093984159
semseg-ptv3-pheno4d-maize,2,Maize01,M01_0317_a,803846,0.7102823698918825,0.6300403877221324,0.7905243520616326,0.5020941118502094,0.879163235051886,0.6105349344978166,0.7945936005884516,0.23839907192575405,0.831007299270073,0.3331195896120551,0.649005720512122,0.006264881581795518,0.08452862861791935,0.013090815902548498,0.03494450429559891,0.34003577800390083,-0.1448028972690969,0.23845510783694668,-0.011517290658404233,0.3702465918879817,0.8550852671609794,0.47182726205493586,0.7217996605502868,0.4634246015529219,0.8656219392752204,0.5759429153924567,0.7597650787731891,0.23839907192575405,0.8383505154639175,0.3331195896120551,0.649005720512122,0.003555407379025336,0.04310651542708429,0.007394451175971517,0.019272348186095346,0.3593705331525445,-0.14170385747768632,0.25575111738962664,0.005896970249226974,0.350911836739338,0.8519862273695689,0.4545312525022559,0.7043853996426556
semseg-ptv3-pheno4d-maize,2,Maize01,M01_0319_a,860826,0.7200001467767976,0.716102531118209,0.7238977624353861,0.6193306224585549,0.9345715623536757,0.778720238095238,0.8955339574265101,0.380327868852459,0.8917910447761194,0.5857142857142857,0.7945812807881774,0.005468003986868426,0.07852225653035573,0.013205920824882148,0.03570756459493556,0.22017090112129067,-0.19318115678809988,0.03778288487203563,-0.1250574723305462,0.4998292456555069,0.9131813035648975,0.682217261904762,0.8450576191073438,0.6498378879110699,0.9461008186126669,0.7892712117973926,0.8951207243460765,0.380327868852459,0.9131008613503752,0.5857142857142857,0.7945812807881774,0.0030470733922999538,0.04223269278576623,0.007054851967761197,0.01947780387674164,0.2049172683950331,-0.2096006932047234,0.03250739802095848,-0.1248508557903294,0.5150828783817645,0.929600839981521,0.6874927487558391,0.844851002567127
semseg-ptv3-pheno4d-maize,2,Maize01,M01_0321_a,1114990,0.3053558239360016,0.28622656175997857,0.32448508611202465,0.6171184891867194,0.8733718092022721,0.7168231046931408,0.8418115874639636,0.3458994708994709,0.8369340771103646,0.5008823529411764,0.7168381158635625,0.0047874868832904335,0.0907174055372694,0.011964232863075006,0.03901380281437502,-0.1761531561070936,-0.5497971192203167,-0.303496904881157,-0.4739690277277614,0.48150898004309517,0.8551529431563183,0.6088527288171586,0.779324851663763,0.6576131687242799,0.9596627318718381,0.7885357885357885,0.922121080768675,0.44235924932975873,0.937231027605752,0.6102900930487137,0.82596060703907,0.0013856626516829747,0.04260845388747881,0.00401976699342595,0.017002843074825785,-0.24463038509101775,-0.6430910558027935,-0.39405711685624956,-0.5686850199678709,0.5499862090270193,0.948446879738795,0.6994129407922511,0.8740408439038725
semseg-ptv3-pheno4d-maize,2,Maize01,M01_0324_a,1214597,0.5584877483907783,0.49073778619537284,0.6262377105861837,0.2869793374877009,0.6939448990816514,0.3983028374436489,0.5774466207271123,0.36744560838033846,0.5091663784157731,0.36795141901102985,0.40480744153699033,0.004475558559752741,0.0793275465030788,0.010634803148698704,0.0372172827695112,0.23127527545675863,-0.0430678903579339,0.1753606201634389,0.067360717258727,0.32721247293401967,0.6015556387487122,0.3831271282273394,0.4911270311320513,0.268018018018018,0.6838217583299879,0.3763171098845961,0.5638024183174685,0.4570664884731039,0.5667766776677667,0.4432666467602269,0.4779328748845325,0.0029540662458412133,0.05798466487238154,0.007367052610865991,0.02686899440719844,0.19594549514521736,-0.06681146960809903,0.14869587006836682,0.037620101789777816,0.36254225324556094,0.6252992179988773,0.4097918783224115,0.5208676466010005
