model,seed,mask,nseed,npts,c00,c01,c02,c10,c11,c12,c20,c21,c22,plant,scan,n,nn_all,nn_plant,n_soil,n_stem,n_leaf,n_leaves
semseg-ptv3-pheno4d-maize,0,global,-1,1671990,106224,0,70,6121,322538,477995,14032,110824,634186,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,A16_r1,1178,7414,1255,0,0,1072,1416,1137,112,540,1882,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,A16_r2,1178,15884,2291,0,0,2183,3050,3058,115,725,4462,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,A16_r5,1178,49625,6463,0,0,4050,11590,13900,122,822,12678,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,A16_r10,1178,133927,18198,0,0,5974,40152,40073,122,914,28494,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,O8_r1,520,4935,0,0,0,237,1268,1079,111,502,1738,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,O8_r2,520,10993,0,0,0,305,2763,2874,115,695,4241,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,O8_r5,520,37791,0,0,0,521,10633,13374,122,818,12323,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,O8_r10,520,106518,0,0,0,2402,36537,38616,122,902,27939,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,O16_r1,822,5333,0,0,0,247,1416,1136,112,540,1882,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,O16_r2,822,11638,0,0,0,306,2990,3040,115,725,4462,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,O16_r5,822,38925,0,0,0,555,11013,13735,122,822,12678,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,O16_r10,822,108275,0,0,0,2430,37116,39199,122,914,28494,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,O32_r1,1223,5957,0,0,0,252,1573,1290,112,580,2150,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,O32_r2,1223,12600,0,0,0,308,3122,3299,115,743,5013,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,O32_r5,1223,40641,0,0,0,649,11322,14338,122,826,13384,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,O32_r10,1223,110696,0,0,0,2470,37599,40131,122,928,29446,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,I16_r1,822,5333,0,0,0,247,1416,1136,112,540,1882,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,I16_r2,822,11638,0,0,0,306,2990,3040,115,725,4462,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,I16_r5,822,38925,0,0,0,555,11013,13735,122,822,12678,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,0,I16_r10,822,108275,0,0,0,2430,37116,39199,122,914,28494,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,1,global,-1,1671990,106232,0,62,2956,538374,265324,8736,244781,505525,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,1,A16_r1,1178,7414,1255,0,0,826,0,2799,0,0,2534,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,1,A16_r2,1178,15884,2291,0,0,1934,0,6357,0,0,5302,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,1,A16_r5,1178,49625,6463,0,0,2902,76,26562,0,0,13622,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
semseg-ptv3-pheno4d-maize,1,A16_r10,1178,133927,18198,0,0,2939,909,82351,0,0,29530,Maize02,M02_0325_a,1671990,0.08119242575512509,0.08038320720149258,106294,806654,759042,4
