model,seed,mask,nseed,npts,c00,c01,c02,c10,c11,c12,c20,c21,c22,plant,scan,n,nn_all,nn_plant,n_soil,n_stem,n_leaf,n_leaves
semseg-ptv3-pheno4d-tomato,0,global,-1,1542285,213062,18,0,15,83797,19867,1681,2343,1221502,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,A16_r1,4082,31118,1410,18,0,15,2938,8141,330,1519,16747,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,A16_r2,4082,70144,3164,18,0,15,8542,13306,794,1901,42404,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,A16_r5,4082,231307,10622,18,0,15,39045,19864,1681,2343,157719,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,A16_r10,4082,520013,30249,18,0,15,58034,19867,1681,2343,407806,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,O8_r1,2478,27072,0,0,0,0,2507,7795,0,1483,15287,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,O8_r2,2478,62939,0,0,0,0,7621,13079,0,1868,40371,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,O8_r5,2478,208068,0,0,0,0,34509,19860,0,2343,151356,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,O8_r10,2478,462093,0,0,0,0,52068,19867,0,2343,387815,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,O16_r1,3875,29327,0,0,0,0,2920,8141,0,1519,16747,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,O16_r2,3875,65977,0,0,0,0,8366,13306,0,1901,42404,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,O16_r5,3875,213053,0,0,0,0,35267,19864,0,2343,155579,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,O16_r10,3875,472195,0,0,0,0,52292,19867,0,2343,397693,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,O32_r1,5637,31909,0,0,0,0,3243,8705,0,1533,18428,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,O32_r2,5637,69511,0,0,0,0,9113,13754,0,1935,44709,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,O32_r5,5637,218928,0,0,0,0,36854,19865,0,2343,159866,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,O32_r10,5637,481736,0,0,0,0,56247,19867,0,2343,403279,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,I16_r1,4524,36867,0,0,0,0,2920,8141,0,1519,24287,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,I16_r2,4524,83374,0,0,0,0,8366,13306,0,1947,59755,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,I16_r5,4524,264174,0,0,0,0,35586,19864,0,2343,206381,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,0,I16_r10,4524,541023,0,0,0,0,52292,19867,0,2343,466521,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,global,-1,1542285,213062,18,0,19,84123,19537,288,840,1224398,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,A16_r1,4082,31118,1410,18,0,15,3290,7789,225,832,17539,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,A16_r2,4082,70144,3164,18,0,15,9462,12386,276,840,43983,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,A16_r5,4082,231307,10622,18,0,19,39368,19537,288,840,160615,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,A16_r10,4082,520013,30249,18,0,19,58360,19537,288,840,410702,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,O8_r1,2478,27072,0,0,0,0,2916,7386,0,805,15965,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,O8_r2,2478,62939,0,0,0,0,8510,12190,0,840,41399,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,O8_r5,2478,208068,0,0,0,0,34832,19537,0,840,152859,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,O8_r10,2478,462093,0,0,0,0,52398,19537,0,840,389318,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,O16_r1,3875,29327,0,0,0,0,3272,7789,0,832,17434,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,O16_r2,3875,65977,0,0,0,0,9286,12386,0,840,43465,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,O16_r5,3875,213053,0,0,0,0,35594,19537,0,840,157082,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,O16_r10,3875,472195,0,0,0,0,52622,19537,0,840,399196,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,O32_r1,5637,31909,0,0,0,0,3618,8330,0,837,19124,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,O32_r2,5637,69511,0,0,0,0,10046,12821,0,840,45804,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,O32_r5,5637,218928,0,0,0,0,37182,19537,0,840,161369,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,O32_r10,5637,481736,0,0,0,0,56577,19537,0,840,404782,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,I16_r1,4524,36867,0,0,0,0,3272,7789,0,832,24974,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,I16_r2,4524,83374,0,0,0,0,9286,12386,0,840,60862,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
semseg-ptv3-pheno4d-tomato,1,I16_r5,4524,264174,0,0,0,0,35913,19537,0,840,207884,Tomato02,T02_0319_a,1542285,0.06094866692553711,0.05866851796307469,213080,103679,1225526,14
