model,seed,mask,nseed,npts,c00,c01,c02,c10,c11,c12,c20,c21,c22,plant,scan,n,nn_all,nn_plant,n_soil,n_stem,n_leaf,n_leaves
semseg-ptv3-pheno4d-maize,0,global,-1,1554168,1320346,1700,0,52,75441,0,210,10768,145651,Maize01,M01_0313_a,1554168,0.06448302102104277,0.04570667347336657,1322046,75493,156629,1
semseg-ptv3-pheno4d-maize,0,A16_r1,1283,12853,2354,1370,0,38,5318,0,0,3773,0,Maize01,M01_0313_a,1554168,0.06448302102104277,0.04570667347336657,1322046,75493,156629,1
semseg-ptv3-pheno4d-maize,0,A16_r2,1283,26808,7548,1700,0,38,10647,0,0,6875,0,Maize01,M01_0313_a,1554168,0.06448302102104277,0.04570667347336657,1322046,75493,156629,1
semseg-ptv3-pheno4d-maize,0,A16_r5,1283,63084,22874,1700,0,38,23659,0,0,10768,4045,Maize01,M01_0313_a,1554168,0.06448302102104277,0.04570667347336657,1322046,75493,156629,1
semseg-ptv3-pheno4d-maize,0,A16_r10,1283,129202,60176,1700,0,38,37399,0,0,10768,19121,Maize01,M01_0313_a,1554168,0.06448302102104277,0.04570667347336657,1322046,75493,156629,1
semseg-ptv3-pheno4d-maize,0,O8_r1,530,7413,0,0,0,0,3785,0,0,3628,0,Maize01,M01_0313_a,1554168,0.06448302102104277,0.04570667347336657,1322046,75493,156629,1
semseg-ptv3-pheno4d-maize,0,O8_r2,530,13743,0,0,0,0,7007,0,0,6736,0,Maize01,M01_0313_a,1554168,0.06448302102104277,0.04570667347336657,1322046,75493,156629,1
semseg-ptv3-pheno4d-maize,0,O8_r5,530,27032,0,0,0,0,12293,0,0,10768,3971,Maize01,M01_0313_a,1554168,0.06448302102104277,0.04570667347336657,1322046,75493,156629,1
semseg-ptv3-pheno4d-maize,0,O8_r10,530,55583,0,0,0,0,25696,0,0,10768,19119,Maize01,M01_0313_a,1554168,0.06448302102104277,0.04570667347336657,1322046,75493,156629,1
semseg-ptv3-pheno4d-maize,0,O16_r1,819,7769,0,0,0,0,3996,0,0,3773,0,Maize01,M01_0313_a,1554168,0.06448302102104277,0.04570667347336657,1322046,75493,156629,1
