model,seed,mask,nseed,npts,c00,c01,c02,c10,c11,c12,c20,c21,c22,plant,scan,n,nn_all,nn_plant,n_soil,n_stem,n_leaf,n_leaves
semseg-ptv3-pheno4d-tomato,0,global,-1,2932759,154923,201,0,208,163731,5705,647,4622,2602722,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,A16_r1,3062,21873,880,94,0,117,6183,3382,294,2252,8671,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,A16_r2,3062,59316,2565,200,0,117,16434,4510,590,3602,31298,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,A16_r5,3062,249818,10707,201,0,117,53097,5190,610,4039,175857,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,A16_r10,3062,661460,29457,201,0,122,83073,5193,610,4514,538290,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,O8_r1,1572,17820,0,0,0,0,4812,3201,0,2118,7689,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,O8_r2,1572,49052,0,0,0,0,13165,4261,0,3535,28091,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,O8_r5,1572,220575,0,0,0,0,45828,4971,0,4025,165751,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,O8_r10,1572,602008,0,0,0,5,71975,5193,0,4504,520331,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,O16_r1,2616,19505,0,0,0,0,5318,3382,0,2252,8553,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,O16_r2,2616,52175,0,0,0,0,13987,4510,0,3602,30076,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,O16_r5,2616,228068,0,0,0,0,47025,5190,0,4039,171814,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,O16_r10,2616,612276,0,0,0,5,72197,5193,0,4514,530367,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,O32_r1,3940,22094,0,0,0,0,5900,3816,0,2391,9987,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,O32_r2,3940,57654,0,0,0,0,15561,5101,0,3608,33384,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,O32_r5,3940,236504,0,0,0,0,47877,5190,0,4039,179398,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,O32_r10,3940,620132,0,0,0,5,72770,5193,0,4514,537650,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,I16_r1,5178,45550,0,0,0,0,5318,3382,0,2275,34575,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,I16_r2,5178,117148,0,0,0,0,13987,4510,0,3688,94963,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,I16_r5,5178,409199,0,0,0,0,47042,5190,0,4560,352407,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,0,I16_r10,5178,843900,0,0,0,5,72511,5193,0,4622,761569,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,1,global,-1,2932759,154828,296,0,217,165607,3820,825,6706,2600460,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,1,A16_r1,3062,21873,808,166,0,90,6792,2800,322,2648,8247,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,1,A16_r2,3062,59316,2475,290,0,90,17436,3535,631,3959,30900,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,1,A16_r5,3062,249818,10612,296,0,90,54497,3817,754,5914,173838,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,1,A16_r10,3062,661460,29362,296,0,90,84478,3820,825,6543,536046,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,1,O8_r1,1572,17820,0,0,0,0,5327,2686,0,2440,7367,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
semseg-ptv3-pheno4d-tomato,1,O8_r2,1572,49052,0,0,0,0,13943,3483,0,3847,27779,Tomato01,T01_0324_a,2932759,0.07559007871410228,0.07461042152390074,155124,169644,2607991,40
