model,seed,mask,nseed,npts,c00,c01,c02,c10,c11,c12,c20,c21,c22,plant,scan,n,nn_all,nn_plant,n_soil,n_stem,n_leaf,n_leaves
semseg-ptv3-pheno4d-maize,0,global,-1,803846,509332,1564,0,145,81563,38436,57,4068,168681,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,A16_r1,780,5036,143,1131,0,0,2065,0,0,1674,23,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,A16_r2,780,10523,1381,1549,0,0,4501,0,0,2753,339,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,A16_r5,780,28090,6221,1564,0,0,12994,0,0,4067,3244,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,A16_r10,780,67948,22572,1564,0,145,26723,0,0,4068,12876,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,O8_r1,330,2634,0,0,0,0,1074,0,0,1545,15,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,O8_r2,330,5610,0,0,0,0,2606,0,0,2715,289,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,O8_r5,330,15256,0,0,0,0,8047,0,0,4067,3142,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,O8_r10,330,34304,0,0,0,0,17486,0,0,4068,12750,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,O16_r1,499,2858,0,0,0,0,1161,0,0,1674,23,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,O16_r2,499,5944,0,0,0,0,2852,0,0,2753,339,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,O16_r5,499,15492,0,0,0,0,8181,0,0,4067,3244,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,O16_r10,499,34651,0,0,0,0,17707,0,0,4068,12876,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,O32_r1,760,3261,0,0,0,0,1374,0,0,1854,33,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,O32_r2,760,6468,0,0,0,0,3209,0,0,2868,391,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,O32_r5,760,16116,0,0,0,0,8582,0,0,4068,3466,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,O32_r10,760,35350,0,0,0,0,18135,0,0,4068,13147,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,I16_r1,499,2858,0,0,0,0,1161,0,0,1674,23,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,I16_r2,499,5944,0,0,0,0,2852,0,0,2753,339,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,I16_r5,499,15492,0,0,0,0,8181,0,0,4067,3244,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,0,I16_r10,499,34651,0,0,0,0,17707,0,0,4068,12876,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,1,global,-1,803846,509408,1456,32,59,97165,22920,0,515,172291,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,1,A16_r1,780,5036,175,1099,0,0,1925,140,0,489,1208,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,1,A16_r2,780,10523,1474,1456,0,0,4361,140,0,515,2577,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,1,A16_r5,780,28090,6329,1456,0,0,12849,145,0,515,6796,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,1,A16_r10,780,67948,22680,1456,0,59,26363,446,0,515,16429,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,1,O8_r1,330,2634,0,0,0,0,934,140,0,489,1071,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,1,O8_r2,330,5610,0,0,0,0,2466,140,0,515,2489,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,1,O8_r5,330,15256,0,0,0,0,7905,142,0,515,6694,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
semseg-ptv3-pheno4d-maize,1,O8_r10,330,34304,0,0,0,0,17344,142,0,515,16303,Maize01,M01_0317_a,803846,0.08808898909560045,0.07527293669982993,510896,120144,172806,2
